Observation unit ID	Date	NumMainStems	TubN_total_per_plant	TubW_total_per_plant	DoE	PlantHeight
WUR:CE-FIN05-III-733-C	2005-07-26	4	18	185	25	20
WUR:CE-FIN05-III-734-A	2005-07-26	2	22	377	21	26
WUR:CE-FIN05-III-734-B	2005-07-26	4	31	425	25	26
WUR:CE-FIN05-III-734-C	2005-07-26	4	37	440	25	30
WUR:CE-FIN05-III-735-A	2005-07-26				25	
WUR:CE-FIN05-III-735-B	2005-07-26	8	55	335	26	59
WUR:CE-FIN05-III-735-C	2005-07-26	4	37	278	25	46
WUR:CE-FIN05-III-736-A	2005-07-26	2	5	65	36	22
WUR:CE-FIN05-III-736-B	2005-07-26	2	15	286	28	25
WUR:CE-FIN05-III-736-C	2005-07-26	2	9	103	33	24
WUR:CE-FIN05-III-737-A	2005-07-26	9	74	545	25	52
WUR:CE-FIN05-III-737-B	2005-07-26	7	30	165	30	46
WUR:CE-FIN05-III-737-C	2005-07-26	6	52	345	27	50
WUR:CE-FIN05-III-738-A	2005-07-26	2	13	123	27	47
WUR:CE-FIN05-III-738-B	2005-07-26	2	7	105	26	46
WUR:CE-FIN05-III-738-C	2005-07-26	3	11	38	34	35
WUR:CE-FIN05-III-739-A	2005-07-26	5	7	17	36	40
WUR:CE-FIN05-III-739-B	2005-07-26	8	18	66	33	54
WUR:CE-FIN05-III-739-C	2005-07-26	7	18	76	32	59
WUR:CE-FIN05-III-740-A	2005-07-26	3	12	348	25	34
WUR:CE-FIN05-III-740-B	2005-07-26	4	14	318	25	35
WUR:CE-FIN05-III-740-C	2005-07-26	6	30	497	26	40
WUR:CE-FIN05-III-741-A	2005-07-26	5	22	359	25	42
WUR:CE-FIN05-III-741-B	2005-07-26	9	29	141	25	44
WUR:CE-FIN05-III-741-C	2005-07-26	5	22	212	26	40
WUR:CE-FIN05-III-742-A	2005-07-26	2			33	49
WUR:CE-FIN05-III-742-B	2005-07-26	3			31	51
WUR:CE-FIN05-III-742-C	2005-07-26	4			44	36
WUR:CE-FIN05-III-743-A	2005-07-26	2	23	333	26	42
WUR:CE-FIN05-III-743-B	2005-07-26	2	5	4	44	37
WUR:CE-FIN05-III-743-C	2005-07-26	2	18	123	35	36
WUR:CE-FIN05-III-744-A	2005-07-26	4	7	32	34	35
WUR:CE-FIN05-III-744-B	2005-07-26	3	13	53	33	38
WUR:CE-FIN05-III-744-C	2005-07-26	4	5	10	37	30
WUR:CE-FIN05-III-745-A	2005-07-26	4	30	354	28	35
WUR:CE-FIN05-III-745-B	2005-07-26	7	30	164	33	46
WUR:CE-FIN05-III-745-C	2005-07-26	6	24	218	29	49
WUR:CE-FIN05-III-746-A	2005-07-26	6	16	194	31	30
WUR:CE-FIN05-III-746-B	2005-07-26	7	34	342	28	29
WUR:CE-FIN05-III-746-C	2005-07-26	7	27	357	30	31
WUR:CE-FIN05-III-747-A	2005-07-26				54	
WUR:CE-FIN05-III-747-B	2005-07-26	6	49	293	30	32
WUR:CE-FIN05-III-747-C	2005-07-26	2	22	206	31	42
WUR:CE-FIN05-III-748-A	2005-07-26	4	12	86	30	30
WUR:CE-FIN05-III-748-B	2005-07-26	4	20	270	30	28
WUR:CE-FIN05-III-748-C	2005-07-26	3	11	90	38	32
WUR:CE-FIN05-III-749-A	2005-07-26	4	3	18	25	28
WUR:CE-FIN05-III-749-B	2005-07-26	1	4	6	25	30
WUR:CE-FIN05-III-749-C	2005-07-26	3	0		40	26
WUR:CE-FIN05-III-750-A	2005-07-26	4	1	1	26	48
WUR:CE-FIN05-III-750-B	2005-07-26	4			26	45
WUR:CE-FIN05-III-750-C	2005-07-26	4	2	31	25	40
WUR:CE-FIN05-III-751-A	2005-07-26	5			25	48
WUR:CE-FIN05-III-751-B	2005-07-26	4			28	60
WUR:CE-FIN05-III-751-C	2005-07-26	4			39	30
WUR:CE-FIN05-III-752-A	2005-07-26	4	16	80	27	43
WUR:CE-FIN05-III-752-B	2005-07-26	4	16	215	25	46
WUR:CE-FIN05-III-752-C	2005-07-26	3	9	15	41	31
WUR:CE-FIN05-III-753-A	2005-07-26	4			31	40
WUR:CE-FIN05-III-753-B	2005-07-26	5			33	41
WUR:CE-FIN05-III-753-C	2005-07-26	5	3	5	33	40
WUR:CE-FIN05-III-754-A	2005-07-26	6			28	58
WUR:CE-FIN05-III-754-B	2005-07-26	5			26	48
WUR:CE-FIN05-III-754-C	2005-07-26	4			33	45
WUR:CE-FIN05-III-755-A	2005-07-26	8	49	368	25	40
WUR:CE-FIN05-III-755-B	2005-07-26	2	11	82	35	30
WUR:CE-FIN05-III-755-C	2005-07-26	4	6	12	42	35
WUR:CE-FIN05-III-756-A	2005-07-26	3	15	121	27	41
WUR:CE-FIN05-III-756-B	2005-07-26	1	6	16	43	36
WUR:CE-FIN05-III-756-C	2005-07-26	5	18	136	26	39
WUR:CE-FIN05-III-757-A	2005-07-26	3	14	273	26	31
WUR:CE-FIN05-III-757-B	2005-07-26	3	19	224	26	36
WUR:CE-FIN05-III-757-C	2005-07-26	1	11	228	25	35
WUR:CE-FIN05-III-758-A	2005-07-26	1	3	15	28	49
WUR:CE-FIN05-III-758-B	2005-07-26	2			27	47
WUR:CE-FIN05-III-758-C	2005-07-26	4			25	61
WUR:CE-FIN05-III-759-A	2005-07-26	4	10	44	36	11
WUR:CE-FIN05-III-759-B	2005-07-26	6	12	77	36	23
WUR:CE-FIN05-III-759-C	2005-07-26	6	22	131	33	25
WUR:CE-FIN05-III-760-A	2005-07-26	4	19	209	33	37
WUR:CE-FIN05-III-760-B	2005-07-26	3			51	17
WUR:CE-FIN05-III-760-C	2005-07-26	4	19	265	28	35
WUR:CE-FIN05-III-761-A	2005-07-26	1	13	346	25	59
WUR:CE-FIN05-III-761-B	2005-07-26	2	12	499	25	70
WUR:CE-FIN05-III-761-C	2005-07-26	5	17	538	26	65
WUR:CE-FIN05-III-762-A	2005-07-26	6	28	825	21	53
WUR:CE-FIN05-III-762-B	2005-07-26	8	32	755	25	45
WUR:CE-FIN05-III-762-C	2005-07-26	9	22	647	24	51
WUR:CE-FIN05-III-763-A	2005-07-26	8	24	587	28	58
WUR:CE-FIN05-III-763-B	2005-07-26	5	29	692	22	71
WUR:CE-FIN05-III-763-C	2005-07-26	6	20	675	26	64
WUR:CE-FIN05-III-764-A	2005-07-26	8	18	380	26	72
WUR:CE-FIN05-III-764-B	2005-07-26	6	14	328	25	71
WUR:CE-FIN05-III-764-C	2005-07-26	5	19	349	27	65
WUR:CE-FIN05-III-765-A	2005-07-26	3	18	767	25	47
WUR:CE-FIN05-III-765-B	2005-07-26	8	32	1100	22	43
WUR:CE-FIN05-III-765-C	2005-07-26	4	17	647	23	45
WUR:CE-FIN05-III-766-A	2005-07-26	6	17	422	26	40
WUR:CE-FIN05-III-766-B	2005-07-26	6	19	589	25	39
WUR:CE-FIN05-III-766-C	2005-07-26	4	20	467	26	37
WUR:CE-FIN05-III-767-A	2005-07-26	11	28	787	25	30
WUR:CE-FIN05-III-767-B	2005-07-26	6	18	561	24	31
WUR:CE-FIN05-III-767-C	2005-07-26	7	25	730	23	30
WUR:CE-FIN05-III-768-A	2005-07-26	3	10	178	21	55
WUR:CE-FIN05-III-768-B	2005-07-26	3	14	366	21	59
WUR:CE-FIN05-III-768-C	2005-07-26	3	8	260	22	59
WUR:CE-FIN05-III-769-A	2005-07-26	7	17	443	19	55
WUR:CE-FIN05-III-769-B	2005-07-26	6	22	267	20	50
WUR:CE-FIN05-III-769-C	2005-07-26	11	32	392	21	51
WUR:CE-FIN05-III-770-A	2005-07-26	5	9	192	25	45
WUR:CE-FIN05-III-770-B	2005-07-26	11	24	402	25	50
WUR:CE-FIN05-III-770-C	2005-07-26	8	19	497	24	49
WUR:CE-FIN05-III-771-A	2005-07-26	5	23	328	24	49
WUR:CE-FIN05-III-771-B	2005-07-26	7	13	232	20	42
WUR:CE-FIN05-III-771-C	2005-07-26	6	7	331	21	61
WUR:CE-FIN05-III-772-A	2005-07-26	5	27	918	24	66
WUR:CE-FIN05-III-772-B	2005-07-26	9	23	706	25	65
WUR:CE-FIN05-III-772-C	2005-07-26	8	26	687	25	61
WUR:CE-FIN05-III-773-A	2005-07-26	5	20	806	22	32
WUR:CE-FIN05-III-773-B	2005-07-26	5	12	434	25	30
WUR:CE-FIN05-III-773-C	2005-07-26	2	14	621	21	35
WUR:CE-FIN05-III-774-A	2005-07-26	4	16	304	23	55
WUR:CE-FIN05-III-774-B	2005-07-26	10	30	627	24	50
WUR:CE-FIN05-III-774-C	2005-07-26	4	22	525	25	48
WUR:CE-FIN05-III-775-A	2005-07-26	4	15	318	26	47
WUR:CE-FIN05-III-775-B	2005-07-26	4	26	308	25	52
WUR:CE-FIN05-III-775-C	2005-07-26	4	12	162	26	40
WUR:CE-FIN05-III-776-A	2005-07-26	6	21	431	29	50
WUR:CE-FIN05-III-776-B	2005-07-26	4	20	491	29	45
WUR:CE-FIN05-III-776-C	2005-07-26	6	27	687	29	50
WUR:CE-FIN05-III-777-A	2005-07-26	4	7	175	40	31
WUR:CE-FIN05-III-777-B	2005-07-26	4	12	307	38	30
WUR:CE-FIN05-III-777-C	2005-07-26	3	6	161	39	32
WUR:CE-FIN05-III-778-A	2005-07-26	5	13	280	32	44
WUR:CE-FIN05-III-778-B	2005-07-26	6	25	338	33	52
WUR:CE-FIN05-III-778-C	2005-07-26	3	8	180	33	55
WUR:CE-FIN05-III-779-A	2005-07-26	4	18	250	33	49
WUR:CE-FIN05-III-779-B	2005-07-26	3	11	302	34	50
WUR:CE-FIN05-III-779-C	2005-07-26	2	9	201	34	53
WUR:CE-FIN05-III-780-A	2005-07-26	3	10	267	34	54
WUR:CE-FIN05-III-780-B	2005-07-26	1	5	125	32	49
WUR:CE-FIN05-III-780-C	2005-07-26	4	14	288	36	50
WUR:CE-FIN05-IV-781-A	2005-09-20		33	1421	27	
WUR:CE-FIN05-IV-781-B	2005-09-20		21	882.5	27	
WUR:CE-FIN05-IV-781-C	2005-09-20		27	788.5	38	
WUR:CE-FIN05-IV-782-A	2005-09-20		18	733.5	25	
WUR:CE-FIN05-IV-782-B	2005-09-20		21	790.5	27	
WUR:CE-FIN05-IV-782-C	2005-09-20		20	270.5	29	
WUR:CE-FIN05-IV-783-A	2005-09-20		41	1315.5	25	
WUR:CE-FIN05-IV-783-B	2005-09-20		20	673.5	26	
WUR:CE-FIN05-IV-783-C	2005-09-20		21	876	27	
WUR:CE-FIN05-IV-784-A	2005-09-20		7	659.5	32	
WUR:CE-FIN05-IV-784-B	2005-09-20		22	457	40	
WUR:CE-FIN05-IV-784-C	2005-09-20		10	595	38	
WUR:CE-FIN05-IV-785-A	2005-09-20		20	237.5	38	
WUR:CE-FIN05-IV-785-B	2005-09-20		13	105	40	
WUR:CE-FIN05-IV-785-C	2005-09-20		10	174.5	38	
WUR:CE-FIN05-IV-786-A	2005-09-20		46	1429.5	30	
WUR:CE-FIN05-IV-786-B	2005-09-20		15	435.5	39	
WUR:CE-FIN05-IV-786-C	2005-09-20		40	1511.5	28	
WUR:CE-FIN05-IV-787-A	2005-09-20		14	310	37	
WUR:CE-FIN05-IV-787-B	2005-09-20		26	1048.5	28	
WUR:CE-FIN05-IV-787-C	2005-09-20		17	353.5	36	
WUR:CE-FIN05-IV-788-A	2005-09-20		49	940	27	
WUR:CE-FIN05-IV-788-B	2005-09-20		23	898	26	
WUR:CE-FIN05-IV-788-C	2005-09-20		30	735	27	
WUR:CE-FIN05-IV-789-A	2005-09-20		12	419	29	
WUR:CE-FIN05-IV-789-B	2005-09-20		13	813	25	
WUR:CE-FIN05-IV-789-C	2005-09-20		19	874.5	25	
WUR:CE-FIN05-IV-790-A	2005-09-20		19	382.5	28	
WUR:CE-FIN05-IV-790-B	2005-09-20		13	554	33	
WUR:CE-FIN05-IV-790-C	2005-09-20		21	538	33	
WUR:CE-FIN05-IV-791-A	2005-09-20		21	1387.5	29	
WUR:CE-FIN05-IV-791-B	2005-09-20		35	1537	28	
WUR:CE-FIN05-IV-791-C	2005-09-20		9	840	28	
WUR:CE-FIN05-IV-792-A	2005-09-20		14	761	34	
WUR:CE-FIN05-IV-792-B	2005-09-20		13	415	43	
WUR:CE-FIN05-IV-792-C	2005-09-20		38	1915	26	
WUR:CE-FIN05-IV-793-A	2005-09-20		17	169	37	
WUR:CE-FIN05-IV-793-B	2005-09-20		8	539	26	
WUR:CE-FIN05-IV-793-C	2005-09-20		14	841.5	28	
WUR:CE-FIN05-IV-794-A	2005-09-20		18	162.5	51	
WUR:CE-FIN05-IV-794-B	2005-09-20		23	179	28	
WUR:CE-FIN05-IV-794-C	2005-09-20		58	677	27	
WUR:CE-FIN05-IV-795-A	2005-09-20		62	1132	28	
WUR:CE-FIN05-IV-795-B	2005-09-20		33	880	27	
WUR:CE-FIN05-IV-795-C	2005-09-20		58	1309.5	27	
WUR:CE-FIN05-IV-796-A	2005-09-20		13	274	28	
WUR:CE-FIN05-IV-796-B	2005-09-20		21	774.5	27	
WUR:CE-FIN05-IV-796-C	2005-09-20		22	641.5	27	
WUR:CE-FIN05-IV-797-A	2005-09-20		26	1140.5	33	
WUR:CE-FIN05-IV-797-B	2005-09-20		26	620.5	32	
WUR:CE-FIN05-IV-797-C	2005-09-20		19	668.5	25	
WUR:CE-FIN05-IV-798-A	2005-09-20		15	868.5	22	
WUR:CE-FIN05-IV-798-B	2005-09-20		33	1188	25	
WUR:CE-FIN05-IV-798-C	2005-09-20		20	662	26	
WUR:CE-FIN05-IV-799-A	2005-09-20		42	1151.5	28	
WUR:CE-FIN05-IV-799-B	2005-09-20		30	1034	26	
WUR:CE-FIN05-IV-799-C	2005-09-20		28	1204.5	27	
WUR:CE-FIN05-IV-800-A	2005-09-20		15	308.5	27	
WUR:CE-FIN05-IV-800-B	2005-09-20		17	411.5	26	
WUR:CE-FIN05-IV-800-C	2005-09-20		7	244.5	39	
WUR:CE-FIN05-IV-801-A	2005-09-20		32	1970	25	
WUR:CE-FIN05-IV-801-B	2005-09-20		24	1220.5	21	
WUR:CE-FIN05-IV-801-C	2005-09-20		26	814	25	
WUR:CE-FIN05-IV-802-A	2005-09-20		14	787	28	
WUR:CE-FIN05-IV-802-B	2005-09-20		12	319.5	36	
WUR:CE-FIN05-IV-802-C	2005-09-20		14	623.5	27	
WUR:CE-FIN05-IV-803-A	2005-09-20		19	744.5	25	
WUR:CE-FIN05-IV-803-B	2005-09-20		36	807.5	26	
WUR:CE-FIN05-IV-803-C	2005-09-20		26	850	26	
WUR:CE-FIN05-IV-804-A	2005-09-20		49	1119.5	28	
WUR:CE-FIN05-IV-804-B	2005-09-20		29	528	27	
WUR:CE-FIN05-IV-804-C	2005-09-20		58	1682.5	26	
WUR:CE-FIN05-IV-805-A	2005-09-20		10	76	50	
WUR:CE-FIN05-IV-805-B	2005-09-20		51	469	30	
WUR:CE-FIN05-IV-805-C	2005-09-20		23	272.5	32	
WUR:CE-FIN05-IV-806-A	2005-09-20		11	333.5	46	
WUR:CE-FIN05-IV-806-B	2005-09-20		24	644.5	31	
WUR:CE-FIN05-IV-806-C	2005-09-20		19	545	25	
WUR:CE-FIN05-IV-807-A	2005-09-20		22	801.5	30	
WUR:CE-FIN05-IV-807-B	2005-09-20		12	373.5	39	
WUR:CE-FIN05-IV-807-C	2005-09-20		23	743.5	35	
WUR:CE-FIN05-IV-808-A	2005-09-20		17	566.5	27	
WUR:CE-FIN05-IV-808-B	2005-09-20		21	763.5	28	
WUR:CE-FIN05-IV-808-C	2005-09-20		24	1056	27	
WUR:CE-FIN05-IV-809-A	2005-09-20		14	228	43	
WUR:CE-FIN05-IV-809-B	2005-09-20		15	497	27	
WUR:CE-FIN05-IV-809-C	2005-09-20		24	611	27	
WUR:CE-FIN05-IV-810-A	2005-09-20		23	682	30	
WUR:CE-FIN05-IV-810-B	2005-09-20		20	610.5	34	
WUR:CE-FIN05-IV-810-C	2005-09-20		48	1070.5	28	
WUR:CE-FIN05-IV-811-A	2005-09-20		37	1343.5	28	
WUR:CE-FIN05-IV-811-B	2005-09-20		25	508	37	
WUR:CE-FIN05-IV-811-C	2005-09-20		28	1197.5	26	
WUR:CE-FIN05-IV-812-A	2005-09-20		8	140	53	
WUR:CE-FIN05-IV-812-B	2005-09-20		27	346	33	
WUR:CE-FIN05-IV-812-C	2005-09-20		17	351.5	28	
WUR:CE-FIN05-IV-813-A	2005-09-20		21	638.5	26	
WUR:CE-FIN05-IV-813-B	2005-09-20		20	709	25	
WUR:CE-FIN05-IV-813-C	2005-09-20		14	518	28	
WUR:CE-FIN05-IV-814-A	2005-09-20		23	1026.5	31	
WUR:CE-FIN05-IV-814-B	2005-09-20		15	170.5	44	
WUR:CE-FIN05-IV-814-C	2005-09-20		10	553	41	
WUR:CE-FIN05-IV-815-A	2005-09-20		13	1479	33	
WUR:CE-FIN05-IV-815-B	2005-09-20		9	320.5	29	
WUR:CE-FIN05-IV-815-C	2005-09-20		10	204	42	
WUR:CE-FIN05-IV-816-A	2005-09-20		9	464.5	43	
WUR:CE-FIN05-IV-816-B	2005-09-20		9	544.5	28	
WUR:CE-FIN05-IV-816-C	2005-09-20		18	671	27	
WUR:CE-FIN05-IV-817-A	2005-09-20		35	1178	27	
WUR:CE-FIN05-IV-817-B	2005-09-20		19	787.5	26	
WUR:CE-FIN05-IV-817-C	2005-09-20		28	915.5	27	
WUR:CE-FIN05-IV-818-A	2005-09-20		21	754	28	
WUR:CE-FIN05-IV-818-B	2005-09-20		14	539	29	
WUR:CE-FIN05-IV-818-C	2005-09-20		17	474.5	28	
WUR:CE-FIN05-IV-819-A	2005-09-20		28	1722	22	
WUR:CE-FIN05-IV-819-B	2005-09-20		7	163	28	
WUR:CE-FIN05-IV-819-C	2005-09-20		28	1380	26	
WUR:CE-FIN05-IV-820-A	2005-09-20		21	574.5	27	
WUR:CE-FIN05-IV-820-B	2005-09-20		25	966.5	26	
WUR:CE-FIN05-IV-820-C	2005-09-20		25	991.5	27	
WUR:CE-FIN05-IV-821-A	2005-09-20		47	2284.5	27	
WUR:CE-FIN05-IV-821-B	2005-09-20		35	1275	28	
WUR:CE-FIN05-IV-821-C	2005-09-20		15	293.5	37	
WUR:CE-FIN05-IV-822-A	2005-09-20		12	556	28	
WUR:CE-FIN05-IV-822-B	2005-09-20		9	216	43	
WUR:CE-FIN05-IV-822-C	2005-09-20		12	174.5	37	
WUR:CE-FIN05-IV-823-A	2005-09-20		9	188	30	
WUR:CE-FIN05-IV-823-B	2005-09-20		6	87.5	42	
WUR:CE-FIN05-IV-823-C	2005-09-20		7	115	36	
WUR:CE-FIN05-IV-824-A	2005-09-20		32	817	40	
WUR:CE-FIN05-IV-824-B	2005-09-20		26	499	36	
WUR:CE-FIN05-IV-824-C	2005-09-20		19	531	31	
WUR:CE-FIN05-IV-825-A	2005-09-20		40	1397.5	28	
WUR:CE-FIN05-IV-825-B	2005-09-20					
WUR:CE-FIN05-IV-825-C	2005-09-20					
WUR:CE-FIN05-IV-826-A	2005-09-20		7	184	48	
WUR:CE-FIN05-IV-826-B	2005-09-20		10	387.5	39	
WUR:CE-FIN05-IV-826-C	2005-09-20		9	376	32	
WUR:CE-FIN05-IV-827-A	2005-09-20		12	357.5	28	
WUR:CE-FIN05-IV-827-B	2005-09-20		20	552.5	26	
WUR:CE-FIN05-IV-827-C	2005-09-20		21	438	27	
WUR:CE-FIN05-IV-828-A	2005-09-20		7	184	40	
WUR:CE-FIN05-IV-828-B	2005-09-20		8	727.55	27	
WUR:CE-FIN05-IV-828-C	2005-09-20		15	473.5	33	
WUR:CE-FIN05-IV-829-A	2005-09-20		28	621	29	
WUR:CE-FIN05-IV-829-B	2005-09-20		13	146.5	36	
WUR:CE-FIN05-IV-829-C	2005-09-20		60	1044.5	26	
WUR:CE-FIN05-IV-830-A	2005-09-20		21	317.5	34	
WUR:CE-FIN05-IV-830-B	2005-09-20		15	298.5	27	
WUR:CE-FIN05-IV-830-C	2005-09-20		32	746.5	26	
WUR:CE-FIN05-IV-831-A	2005-09-20		28	1187.5	35	
WUR:CE-FIN05-IV-831-B	2005-09-20		27	1104	35	
WUR:CE-FIN05-IV-831-C	2005-09-20		24	630.5	36	
WUR:CE-FIN05-IV-832-A	2005-09-20		20	1016.5	27	
WUR:CE-FIN05-IV-832-B	2005-09-20		15	418	28	
WUR:CE-FIN05-IV-832-C	2005-09-20		15	672	30	
WUR:CE-FIN05-IV-833-A	2005-09-20		11	833.5	33	
WUR:CE-FIN05-IV-833-B	2005-09-20		7	652	30	
WUR:CE-FIN05-IV-833-C	2005-09-20		15	1041	25	
WUR:CE-FIN05-IV-834-A	2005-09-20		20	574	35	
WUR:CE-FIN05-IV-834-B	2005-09-20		41	899	37	
WUR:CE-FIN05-IV-834-C	2005-09-20		27	723.5	26	
WUR:CE-FIN05-IV-835-A	2005-09-20		20	482	32	
WUR:CE-FIN05-IV-835-B	2005-09-20		27	743	29	
WUR:CE-FIN05-IV-835-C	2005-09-20		25	681.5	32	
WUR:CE-FIN05-IV-836-A	2005-09-20		9	186	38	
WUR:CE-FIN05-IV-836-B	2005-09-20		14	881.5	36	
WUR:CE-FIN05-IV-836-C	2005-09-20		9	281	27	
WUR:CE-FIN05-IV-837-A	2005-09-20		13	196	33	
WUR:CE-FIN05-IV-837-B	2005-09-20		15	285	26	
WUR:CE-FIN05-IV-837-C	2005-09-20		25	406.5	37	
WUR:CE-FIN05-IV-838-A	2005-09-20		12	669	28	
WUR:CE-FIN05-IV-838-B	2005-09-20		11	314.5	37	
WUR:CE-FIN05-IV-838-C	2005-09-20		20	803	26	
WUR:CE-FIN05-IV-839-A	2005-09-20		22	653	25	
WUR:CE-FIN05-IV-839-B	2005-09-20		25	872	25	
WUR:CE-FIN05-IV-839-C	2005-09-20		28	787.5	25	
WUR:CE-FIN05-IV-840-A	2005-09-20		14	343.5	30	
WUR:CE-FIN05-IV-840-B	2005-09-20		17	412.5	34	
WUR:CE-FIN05-IV-840-C	2005-09-20		13	478	30	
WUR:CE-FIN05-IV-841-A	2005-09-20		29	532.5	30	
WUR:CE-FIN05-IV-841-B	2005-09-20		19	378	30	
WUR:CE-FIN05-IV-841-C	2005-09-20		37	587	28	
WUR:CE-FIN05-IV-842-A	2005-09-20		21	844.5	28	
WUR:CE-FIN05-IV-842-B	2005-09-20		10	449.5	34	
WUR:CE-FIN05-IV-842-C	2005-09-20		15	826	28	
WUR:CE-FIN05-IV-843-A	2005-09-20		35	2018	35	
WUR:CE-FIN05-IV-843-B	2005-09-20		42	1165	30	
WUR:CE-FIN05-IV-843-C	2005-09-20		34	1263	36	
WUR:CE-FIN05-IV-844-A	2005-09-20		19	247.5	27	
WUR:CE-FIN05-IV-844-B	2005-09-20		43	679	27	
WUR:CE-FIN05-IV-844-C	2005-09-20		50	818.5	30	
WUR:CE-FIN05-IV-845-A	2005-09-20		11	559	33	
WUR:CE-FIN05-IV-845-B	2005-09-20		25	888.5	27	
WUR:CE-FIN05-IV-845-C	2005-09-20		7	82	45	
WUR:CE-FIN05-IV-846-A	2005-09-20		28	1166.5	28	
WUR:CE-FIN05-IV-846-B	2005-09-20		19	480	25	
WUR:CE-FIN05-IV-846-C	2005-09-20		34	1060.5	25	
WUR:CE-FIN05-IV-847-A	2005-09-20		16	272	38	
WUR:CE-FIN05-IV-847-B	2005-09-20		17	686.5	25	
WUR:CE-FIN05-IV-847-C	2005-09-20		16	644.5	27	
WUR:CE-FIN05-IV-848-A	2005-09-20		18	563.5	33	
WUR:CE-FIN05-IV-848-B	2005-09-20		10	507.5	34	
WUR:CE-FIN05-IV-848-C	2005-09-20		13	752.5	28	
WUR:CE-FIN05-IV-849-A	2005-09-20		14	519	33	
WUR:CE-FIN05-IV-849-B	2005-09-20		15	635.5	29	
WUR:CE-FIN05-IV-849-C	2005-09-20		6	130	37	
WUR:CE-FIN05-IV-850-A	2005-09-20		32	1150.5	25	
WUR:CE-FIN05-IV-850-B	2005-09-20		17	720	25	
WUR:CE-FIN05-IV-850-C	2005-09-20		40	1332	26	
WUR:CE-FIN05-IV-851-A	2005-09-20		29	822.5	26	
WUR:CE-FIN05-IV-851-B	2005-09-20		45	1245	28	
WUR:CE-FIN05-IV-851-C	2005-09-20		41	834	26	
WUR:CE-FIN05-IV-852-A	2005-09-20		33	1750	27	
WUR:CE-FIN05-IV-852-B	2005-09-20		10	459.5	27	
WUR:CE-FIN05-IV-852-C	2005-09-20		15	656	27	
WUR:CE-FIN05-IV-853-A	2005-09-20		17	489	28	
WUR:CE-FIN05-IV-853-B	2005-09-20		10	450.5	30	
WUR:CE-FIN05-IV-853-C	2005-09-20		10	356	28	
WUR:CE-FIN05-IV-854-A	2005-09-20		32	1159.5	28	
WUR:CE-FIN05-IV-854-B	2005-09-20		35	1105.5	27	
WUR:CE-FIN05-IV-854-C	2005-09-20		34	1369	28	
WUR:CE-FIN05-IV-855-A	2005-09-20		12	227.5	28	
WUR:CE-FIN05-IV-855-B	2005-09-20		9	257	27	
WUR:CE-FIN05-IV-855-C	2005-09-20		21	497	27	
WUR:CE-FIN05-IV-856-A	2005-09-20					
WUR:CE-FIN05-IV-856-B	2005-09-20		19	476.5	44	
WUR:CE-FIN05-IV-856-C	2005-09-20					
WUR:CE-FIN05-IV-857-A	2005-09-20		23	876.5	28	
WUR:CE-FIN05-IV-857-B	2005-09-20		25	1408.5	26	
WUR:CE-FIN05-IV-857-C	2005-09-20		10	327	35	
WUR:CE-FIN05-IV-858-A	2005-09-20		14	799.5	28	
WUR:CE-FIN05-IV-858-B	2005-09-20		17	625	26	
WUR:CE-FIN05-IV-858-C	2005-09-20		18	1372	25	
WUR:CE-FIN05-IV-859-A	2005-09-20		5	72.5	39	
WUR:CE-FIN05-IV-859-B	2005-09-20		10	893	23	
WUR:CE-FIN05-IV-859-C	2005-09-20		21	763	28	
WUR:CE-FIN05-IV-860-A	2005-09-20		14	395	30	
WUR:CE-FIN05-IV-860-B	2005-09-20		22	1001.5	25	
WUR:CE-FIN05-IV-860-C	2005-09-20		8	672.5	35	
WUR:CE-FIN05-IV-861-A	2005-09-20		40	1375	36	
WUR:CE-FIN05-IV-861-B	2005-09-20		62	1548	30	
WUR:CE-FIN05-IV-861-C	2005-09-20		46	1632	27	
WUR:CE-FIN05-IV-862-A	2005-09-20		11	224	30	
WUR:CE-FIN05-IV-862-B	2005-09-20		32	969	27	
WUR:CE-FIN05-IV-862-C	2005-09-20		22	765.5	26	
WUR:CE-FIN05-IV-863-A	2005-09-20		17	307	30	
WUR:CE-FIN05-IV-863-B	2005-09-20		16	445.5	26	
WUR:CE-FIN05-IV-863-C	2005-09-20		46	1030.5	25	
WUR:CE-FIN05-IV-864-A	2005-09-20		24	636.5	30	
WUR:CE-FIN05-IV-864-B	2005-09-20		44	641	25	
WUR:CE-FIN05-IV-864-C	2005-09-20					
WUR:CE-FIN05-IV-865-A	2005-09-20		60	933	28	
WUR:CE-FIN05-IV-865-B	2005-09-20		16	245.5	39	
WUR:CE-FIN05-IV-865-C	2005-09-20		20	350	39	
WUR:CE-FIN05-IV-866-A	2005-09-20		54	1512	27	
WUR:CE-FIN05-IV-866-B	2005-09-20		33	956.5	25	
WUR:CE-FIN05-IV-866-C	2005-09-20		38	1095	25	
WUR:CE-FIN05-IV-867-A	2005-09-20		21	485	25	
WUR:CE-FIN05-IV-867-B	2005-09-20		22	549	28	
WUR:CE-FIN05-IV-867-C	2005-09-20		42	728	26	
WUR:CE-FIN05-IV-868-A	2005-09-20		9	206.5	34	
WUR:CE-FIN05-IV-868-B	2005-09-20		13	455.5	28	
WUR:CE-FIN05-IV-868-C	2005-09-20		6	106	29	
WUR:CE-FIN05-IV-869-A	2005-09-20		23	1323	27	
